movieId,imdbId,tmdbId
1,114709,862.0
2,113497,8844.0
3,113228,15602.0
4,114885,31357.0
5,113041,11862.0
6,113277,949.0
7,114319,11860.0
8,112302,45325.0
9,114576,9091.0
10,113189,710.0
11,112346,9087.0
12,112896,12110.0
13,112453,21032.0
14,113987,10858.0
15,112760,1408.0
16,112641,524.0
17,114388,4584.0
18,113101,5.0
19,112281,9273.0
20,113845,11517.0
21,113161,8012.0
22,112722,1710.0
23,112401,9691.0
24,114168,12665.0
25,113627,451.0
26,114057,16420.0
27,114011,9263.0
28,114117,17015.0
29,112682,902.0
30,115012,37557.0
31,112792,9909.0
32,114746,63.0
33,114952,78802.0
34,112431,9598.0
35,112637,47018.0
36,112818,687.0
37,112286,139405.0
38,113442,33689.0
39,112697,9603.0
40,112749,34615.0
41,114279,31174.0
42,112819,11443.0
43,114272,35196.0
44,113855,9312.0
45,114681,577.0
46,113347,11861.0
47,114369,807.0
48,114148,10530.0
49,114916,8391.0
50,114814,629.0
51,109950,117164.0
52,113819,11448.0
53,110299,49133.0
54,112499,26441.0
55,113158,97406.0
56,113541,124057.0
57,113321,9089.0
58,110877,11010.0
59,112714,99040.0
60,113419,11359.0
61,116260,17182.0
62,113862,2054.0
63,116126,10607.0
64,118002,19760.0
65,115683,9536.0
66,116839,11525.0
67,114753,40628.0
68,113149,4482.0
69,113118,10634.0
70,116367,755.0
71,113010,11859.0
72,113537,28387.0
73,113828,48750.0
74,115644,20927.0
75,115676,36929.0
76,114367,9102.0
77,113973,124626.0
78,112744,27526.0
79,116731,9623.0
80,112445,46785.0
81,114660,400.0
82,112379,880.0
83,114039,146599.0
84,113612,188588.0
85,112365,8447.0
86,118158,10534.0
87,116151,17414.0
88,115697,13997.0
89,113972,2086.0
90,113490,61548.0
92,117002,9095.0
93,114825,12158.0
94,115639,9283.0
95,115759,9208.0
96,113403,40154.0
97,113247,406.0
98,111173,45549.0
99,113283,63076.0
100,115907,11062.0
101,115734,13685.0
102,117102,47475.0
103,118040,2045.0
104,116483,9614.0
105,112579,688.0
106,110251,11907.0
107,117110,10874.0
108,112646,89333.0
109,113276,96357.0
110,112573,197.0
111,75314,103.0
112,113326,33542.0
113,115645,43566.0
114,113774,71754.0
115,112556,43612.0
116,112373,51352.0
117,115033,16934.0
118,116606,10324.0
119,114536,78406.0
120,117427,55731.0
121,106473,32119.0
122,103859,11066.0
123,109424,11104.0
124,114808,37975.0
125,116324,2074.0
126,110647,27793.0
127,111055,44284.0
128,110217,290157.0
129,114131,110972.0
130,112364,32622.0
131,113107,73067.0
132,113451,11863.0
133,114015,55475.0
134,114500,124636.0
135,116130,9101.0
136,113125,123360.0
137,113756,5757.0
138,113952,39428.0
139,114618,124639.0
140,118055,9302.0
141,115685,11000.0
142,94878,525153.0
143,113200,249882.0
144,112585,16388.0
145,112442,9737.0
146,112342,30765.0
147,112461,10474.0
148,112427,22279.0
149,109093,30157.0
150,112384,568.0
151,114287,11780.0
152,112288,34996.0
153,112462,414.0
154,61395,649.0
155,112495,1873.0
156,112541,5894.0
157,109370,1775.0
158,112642,8839.0
159,112688,20649.0
160,112715,10329.0
161,112740,8963.0
162,109508,26564.0
163,112851,8068.0
164,112857,8512.0
165,112864,1572.0
166,112887,13552.0
167,113044,259209.0
168,113071,6520.0
169,113114,9073.0
170,113243,10428.0
171,113464,17447.0
172,113481,9886.0
173,113492,9482.0
174,113500,19326.0
175,113540,9344.0
176,113677,9071.0
177,113690,8973.0
178,107447,15730.0
179,113729,47608.0
180,113749,2293.0
181,113820,9070.0
182,113851,68274.0
183,110604,48787.0
184,110620,34574.0
185,113957,1642.0
186,113986,11472.0
187,114095,36196.0
188,114194,11980.0
189,114241,58372.0
190,114323,32646.0
191,114345,10533.0
192,114435,56088.0
193,114436,10802.0
194,114478,10149.0
195,114496,18402.0
196,114508,9348.0
197,114534,139408.0
198,114558,281.0
199,58450,5967.0
200,114666,79593.0
201,114663,47939.0
202,114702,36834.0
203,114682,9090.0
204,114781,3512.0
205,114798,52856.0
206,114805,77350.0
207,114887,9560.0
208,114898,9804.0
209,114928,31611.0
210,114938,65796.0
211,109340,49805.0
212,112602,26258.0
213,111579,50797.0
214,110882,19155.0
215,112471,76.0
216,112508,11017.0
217,112438,37141.0
218,112571,9382.0
219,112757,6715.0
220,112643,18256.0
222,112679,22625.0
223,109445,2292.0
224,112883,1909.0
225,109635,8984.0
226,112899,61813.0
227,109676,4954.0
228,112854,62488.0
229,109579,10531.0
230,109642,11929.0
231,109686,8467.0
232,111797,10451.0
233,109759,20156.0
234,109758,18395.0
235,109707,522.0
236,113117,397.0
237,113097,10525.0
238,113028,27985.0
239,113198,15789.0
240,113303,27303.0
241,113089,21183.0
242,109771,10954.0
243,113199,47867.0
244,113234,43475.0
245,109906,72031.0
246,110057,14275.0
247,110005,1024.0
248,110066,17207.0
249,110116,13701.0
250,110006,14819.0
251,113360,32631.0
252,110099,11777.0
253,110148,628.0
254,113463,87729.0
255,110189,18713.0
256,110216,6280.0
257,113501,9061.0
258,113538,37108.0
259,113552,6071.0
260,76759,11.0
261,110367,9587.0
262,113670,19101.0
263,110296,49980.0
264,109731,17961.0
265,103994,18183.0
266,110322,4476.0
267,110443,11008.0
268,110365,47504.0
269,107566,32325.0
270,110391,43742.0
271,113691,28313.0
272,110428,11318.0
273,109836,3036.0
274,113755,40490.0
275,110538,24070.0
276,110516,8986.0
277,110527,10510.0
278,113808,17402.0
279,113896,38722.0
280,113870,8438.0
281,110684,11593.0
282,110638,1945.0
283,113967,39310.0
284,117169,109560.0
285,106402,56428.0
286,113948,63105.0
287,110671,131957.0
288,110632,241.0
289,110737,9058.0
290,110729,527.0
292,114069,6950.0
293,110413,101.0
294,114113,63020.0
295,114210,2307.0
296,110912,680.0
297,114084,41478.0
298,105652,25296.0
299,110889,40156.0
300,110932,11450.0
301,114129,30304.0
302,110963,10452.0
303,114214,12106.0
304,114296,161495.0
305,110907,3586.0
306,111495,110.0
307,108394,108.0
308,111507,109.0
309,110769,159185.0
310,114268,36357.0
311,110965,92769.0
312,114571,28033.0
313,111333,22586.0
314,111112,14334.0
315,111255,2636.0
316,111282,2164.0
317,111070,11395.0
318,111161,278.0
319,111149,9905.0
320,108260,87078.0
321,106966,12527.0
322,114594,20306.0
324,111309,36614.0
325,113936,27993.0
326,110081,31439.0
327,114614,9067.0
328,114608,9059.0
329,111280,193.0
330,114609,25066.0
331,111454,46797.0
332,114852,12122.0
333,114694,11381.0
334,111590,32636.0
335,114788,36141.0
336,114888,95963.0
337,108550,1587.0
338,114857,9271.0
339,114924,2064.0
340,111667,19855.0
341,109655,60855.0
342,110598,236.0
343,112435,48287.0
344,109040,3049.0
345,109045,2759.0
346,106339,12635.0
347,104779,10497.0
348,109348,11382.0
349,109444,9331.0
350,109446,10731.0
351,109484,10464.0
352,109504,34152.0
353,109506,9495.0
354,109450,29973.0
355,109813,888.0
356,109830,13.0
357,109831,712.0
358,113305,16295.0
359,110091,48992.0
360,110093,10879.0
361,110167,10660.0
362,110213,10714.0
363,107472,41647.0
364,110357,8587.0
365,107426,1689.0
366,111686,11596.0
367,110475,854.0
368,110478,9359.0
369,110588,23333.0
370,110622,36593.0
371,110771,12280.0
372,110950,2788.0
373,105226,10427.0
374,110989,11011.0
375,111054,49803.0
376,110997,8987.0
377,111257,1637.0
378,111256,15128.0
379,111438,8831.0
380,111503,36955.0
381,111693,10449.0
382,111742,10395.0
383,111756,12160.0
384,112443,40480.0
385,110455,52038.0
386,111048,29444.0
387,110399,26352.0
388,112570,39953.0
389,109454,41580.0
390,59170,315.0
391,110186,22067.0
392,108069,18242.0
393,111301,11667.0
394,112702,32502.0
395,112849,267188.0
396,113014,28732.0
397,113043,75555.0
398,113104,42981.0
399,113173,278939.0
400,113319,291731.0
401,113827,226229.0
402,114047,203119.0
403,112889,172923.0
404,109339,316098.0
405,110027,8011.0
406,109785,171857.0
407,113409,2654.0
408,109021,18069.0
409,109035,19092.0
410,106220,2758.0
411,111804,38129.0
412,106226,10436.0
413,109068,13595.0
414,109067,46094.0
415,106292,9409.0
416,109198,11853.0
417,109219,16771.0
418,106379,46924.0
419,106400,11041.0
420,109254,306.0
421,109279,14522.0
422,109297,26203.0
423,109303,178.0
424,109305,19819.0
425,109306,57834.0
426,106452,4722.0
427,106471,18215.0
428,106489,1607.0
429,109361,26391.0
430,106505,117553.0
431,106519,6075.0
432,109439,11310.0
433,109443,18658.0
434,106582,9350.0
435,106598,9612.0
436,109456,2124.0
437,109480,26261.0
438,109493,19176.0
439,106660,49299.0
440,106673,11566.0
441,106677,9571.0
442,106697,9739.0
443,109729,24257.0
444,106834,34444.0
445,106873,26141.0
446,106332,10997.0
447,109783,50463.0
448,106881,10443.0
449,106880,20239.0
450,111732,16297.0
451,106926,18551.0
452,111712,25440.0
453,106941,9024.0
454,106918,37233.0
455,106965,1634.0
456,109842,13815.0
457,106977,5503.0
458,107004,35588.0
459,109890,2087.0
460,109891,41579.0
461,109913,18620.0
462,109920,41006.0
463,107057,4916.0
464,107076,2019.0
465,107096,31642.0
466,107144,9255.0
467,113674,26271.0
468,112966,10612.0
469,107151,2259.0
470,110064,16097.0
471,110074,11934.0
472,110097,106143.0
473,110123,12475.0
474,107206,9386.0
475,107207,7984.0
476,110137,59930.0
477,108551,15765.0
478,110197,31643.0
479,107286,6.0
480,107290,329.0
481,107302,10909.0
482,110265,507.0
483,107322,34024.0
484,110305,29918.0
485,107362,9593.0
486,107413,42580.0
487,110353,22317.0
488,107468,1413.0
489,107478,12121.0
490,107497,2246.0
491,107501,10502.0
492,107507,10440.0
493,107554,9516.0
494,116253,2320.0
495,74102,5879.0
496,111689,83718.0
497,107616,11971.0
498,107611,2625.0
499,107613,31911.0
500,107614,788.0
501,107653,21450.0
502,110657,11231.0
503,110649,41588.0
504,110678,10447.0
505,110687,31586.0
506,107756,9300.0
507,107808,9559.0
508,107818,9800.0
509,107822,713.0
510,107840,8291.0
511,107889,18133.0
512,111003,25557.0
513,110939,22588.0
514,110955,10872.0
515,107943,1245.0
516,110971,11858.0
517,107969,7007.0
518,111001,10467.0
519,107978,5550.0
520,107977,8005.0
521,107983,2088.0
522,105275,10412.0
523,108000,47889.0
524,108002,14534.0
525,108026,56583.0
526,105032,41878.0
527,108052,424.0
528,111094,35233.0
529,108065,14291.0
530,111102,103413.0
531,108071,11236.0
532,111127,11592.0
533,111143,8850.0
534,108101,10445.0
535,108122,695.0
536,111194,43535.0
537,111201,12519.0
538,108149,23210.0
539,108160,858.0
540,108162,867.0
541,83658,78.0
542,108186,13203.0
543,108174,10442.0
544,108238,11074.0
546,108255,9607.0
547,111323,17585.0
548,111400,9057.0
549,108328,20967.0
550,111418,10635.0
551,107688,9479.0
552,108333,10057.0
553,108358,11969.0
554,111488,41590.0
555,108399,319.0
556,108515,26408.0
558,110763,15139.0
559,107779,161158.0
560,109226,218473.0
561,110259,85247.0
562,114906,11446.0
563,107002,51980.0
564,109403,24405.0
565,104029,11655.0
566,110623,11800.0
567,107315,8223.0
568,106408,14587.0
569,110363,31504.0
570,107349,41653.0
571,111709,53185.0
572,109828,95743.0
573,107225,23637.0
574,111252,17600.0
575,110366,10897.0
576,106878,349394.0
577,109120,21352.0
579,108059,68806.0
580,110892,37345.0
581,112651,32562.0
582,107642,47507.0
583,109382,25403.0
584,106678,124304.0
585,112572,9066.0
586,99785,771.0
587,99653,251.0
588,103639,812.0
589,103064,280.0
590,99348,581.0
591,114706,80350.0
592,96895,268.0
593,102926,274.0
594,29583,408.0
595,101414,10020.0
596,32910,10895.0
597,100405,114.0
598,110719,41043.0
599,65214,576.0
600,110395,15477.0
601,111752,59146.0
602,109934,124472.0
603,112606,30528.0
604,115978,538286.0
605,117247,7300.0
606,112625,10824.0
607,106537,261246.0
608,116282,275.0
609,116552,25059.0
610,82509,11827.0
611,116514,8766.0
612,117283,23570.0
613,116684,47333.0
614,110374,54850.0
615,70506,51242.0
616,65421,10112.0
617,113083,4307.0
618,118001,46029.0
619,116165,32308.0
620,102855,88893.0
621,107471,52873.0
623,113839,123505.0
625,90665,44281.0
626,117891,28121.0
627,113613,12520.0
628,117381,1592.0
629,114305,166901.0
630,115837,36447.0
631,115509,19042.0
632,114671,38884.0
633,112844,47449.0
634,114658,36259.0
635,116275,41852.0
636,113122,40926.0
637,117608,9099.0
638,113448,2021.0
639,116414,61752.0
640,116095,10988.0
641,111543,11479.0
642,117517,398959.0
643,117312,287305.0
644,116485,339428.0
645,113947,12652.0
647,115956,10684.0
648,117060,954.0
649,109028,68445.0
650,117071,18989.0
651,117788,10801.0
652,112257,54285.0
653,116136,8840.0
654,118026,278978.0
655,117117,124625.0
656,116168,11107.0
657,111787,16417.0
658,112509,70934.0
659,54189,10363.0
660,115591,161070.0
661,116683,10539.0
662,116287,10543.0
663,116768,18414.0
664,116269,47502.0
665,114787,11902.0
666,113720,27098.0
667,112536,25087.0
668,48473,5801.0
670,52572,896.0
671,117128,3065.0
672,114616,318177.0
673,117705,2300.0
674,62711,8069.0
675,110061,288173.0
676,140614,187851.0
678,108181,27768.0
679,114307,221917.0
680,58898,8072.0
681,82206,35797.0
682,111430,88030.0
683,107727,185191.0
684,81759,83857.0
685,113443,33245.0
687,109491,124460.0
688,114048,27281.0
690,111613,105045.0
691,117104,40001.0
692,117688,29621.0
693,109751,117730.0
694,117774,20762.0
695,114736,37144.0
696,112604,48260.0
697,116289,12656.0
698,109593,38867.0
699,103095,277270.0
700,112368,25969.0
701,104046,44103.0
702,62952,753.0
703,115742,43634.0
704,117420,9103.0
705,115951,90214.0
706,117784,29649.0
707,117107,10990.0
708,117979,8866.0
709,95776,12233.0
710,115851,23449.0
711,116322,36355.0
712,109374,37667.0
713,110712,90148.0
714,112817,922.0
715,113362,11876.0
716,73778,52633.0
717,112546,62364.0
718,108500,11687.0
719,117108,9304.0
720,118114,503475.0
721,114103,
722,113270,73183.0
723,92123,123067.0
724,115963,9100.0
725,116448,20759.0
726,116827,46063.0
727,114894,365371.0
728,112701,32513.0
729,113429,40651.0
730,125877,
731,116508,36915.0
732,117260,40507.0
733,117500,9802.0
734,116405,25697.0
735,109592,21588.0
736,117998,664.0
737,115624,11867.0
738,113145,47119.0
739,116559,314352.0
741,113568,9323.0
742,117894,10280.0
743,117723,10535.0
744,112586,124613.0
745,112691,532.0
746,40366,26744.0
747,117768,16299.0
748,115571,10547.0
749,31612,245268.0
750,57012,935.0
751,103926,55613.0
752,105737,215107.0
753,113849,41007.0
754,113188,35645.0
755,42644,110465.0
756,109381,255546.0
757,109688,40751.0
758,104606,275096.0
759,110480,85778.0
760,108211,11101.0
761,117331,9826.0
762,117765,9879.0
763,116833,63564.0
764,113280,22621.0
765,116669,7095.0
766,116594,26890.0
767,113211,46732.0
768,114494,124633.0
769,116992,581579.0
770,38426,
771,94265,202425.0
772,105201,196940.0
773,70820,77771.0
774,84898,181083.0
775,63715,41225.0
776,109191,188589.0
777,114122,87190.0
778,117951,627.0
779,118523,32872.0
780,116629,602.0
781,117737,14553.0
782,116277,9566.0
783,116583,10545.0
784,115798,9894.0
785,116778,11543.0
786,116213,9268.0
787,113147,52059.0
788,117218,9327.0
789,100990,123763.0
790,111546,81949.0
791,113610,
792,93199,42005.0
793,106810,124306.0
794,111180,183955.0
795,111237,44535.0
796,72362,44495.0
797,103207,78285.0
798,116040,11228.0
799,116365,10779.0
800,116905,26748.0
801,116493,38223.0
802,117333,9294.0
803,118113,49963.0
804,117628,11363.0
805,117913,1645.0
806,115530,31546.0
807,114266,77056.0
808,115493,36344.0
809,116320,18550.0
810,116756,11511.0
812,109356,172198.0
813,116823,34170.0
814,112568,281085.0
815,114170,109478.0
816,117999,124645.0
818,118073,12606.0
819,108220,69895.0
820,49521,35206.0
821,112746,525936.0
822,104403,151489.0
823,61495,4837.0
824,110246,12632.0
825,116164,9098.0
826,112865,282919.0
827,112716,124614.0
828,115472,18975.0
829,116707,11962.0
830,116313,2925.0
831,114550,28628.0
832,117438,3595.0
833,116531,9308.0
834,117332,92381.0
835,116353,18555.0
836,115857,12123.0
837,117008,10830.0
838,116191,3573.0
839,115986,10546.0
840,116571,18862.0
841,53459,31417.0
842,117826,9431.0
843,113695,124619.0
844,108227,297645.0
845,111424,48144.0
846,113080,46986.0
847,115680,144982.0
848,117718,47907.0
849,116225,10061.0
850,112767,36266.0
851,115632,549.0
852,117918,10478.0
853,104109,66634.0
854,51980,116690.0
855,100840,213917.0
856,107575,145925.0
857,42054,100914.0
858,68646,238.0
859,116536,484245.0
860,109255,159.0
861,104558,11134.0
862,116985,88224.0
864,114936,132641.0
865,114474,42758.0
866,115736,9303.0
867,115836,23945.0
868,101692,37820.0
869,116745,22479.0
870,119214,9054.0
871,116934,241058.0
872,109066,11985.0
873,75169,10232.0
874,113542,59569.0
875,110693,410921.0
876,106544,38955.0
877,116418,110513.0
878,112607,114089.0
879,120004,11015.0
880,116654,9306.0
881,116311,12559.0
882,117965,58770.0
884,114592,124851.0
885,115725,3587.0
886,115783,10723.0
887,120271,56077.0
889,109001,101230.0
890,94822,253632.0
891,113253,10987.0
892,117991,44705.0
893,117093,20318.0
894,24252,43596.0
895,105729,79782.0
896,111019,26933.0
897,35896,27854.0
898,32904,981.0
899,45152,872.0
900,43278,2769.0
901,50419,13320.0
902,54698,164.0
903,52357,426.0
904,47396,567.0
905,25316,3078.0
906,36855,13528.0
907,25164,28288.0
908,53125,213.0
909,53604,284.0
910,53291,239.0
911,56923,4808.0
912,34583,289.0
913,33870,963.0
914,58385,11113.0
915,47437,6620.0
916,46250,804.0
917,31580,26531.0
918,37059,909.0
919,32138,630.0
920,31381,770.0
921,84370,31044.0
922,43014,599.0
923,33467,15.0
924,62622,62.0
925,39428,121357.0
926,42192,705.0
927,32143,22490.0
928,32976,223.0
929,32484,25670.0
930,38787,303.0
931,38109,4174.0
932,50105,8356.0
933,48728,381.0
934,42451,20758.0
935,45537,29376.0
936,31725,1859.0
937,50658,18299.0
938,51658,17281.0
939,52126,64382.0
940,29843,10907.0
941,32762,32093.0
942,37008,1939.0
943,39420,22292.0
944,29162,3598.0
945,27125,3080.0
946,35446,198.0
947,28010,13562.0
948,49261,1712.0
949,48028,220.0
950,25878,3529.0
951,32599,3085.0
952,48960,2897.0
953,38650,1585.0
954,31679,3083.0
955,29947,900.0
956,34012,43795.0
957,17350,85638.0
958,36094,50001.0
959,25586,43905.0
960,38300,22688.0
961,27893,23114.0
962,32022,26378.0
963,41509,40206.0
964,39152,22356.0
965,26029,260.0
966,38235,43488.0
967,36241,22613.0
968,63350,10331.0
969,43265,488.0
970,46414,22733.0
971,51459,261.0
972,47162,57575.0
973,33891,32574.0
974,29855,22657.0
975,29588,76464.0
976,22879,22649.0
977,27980,176841.0
979,114007,125587.0
980,93229,39448.0
981,118927,52855.0
982,48491,39940.0
983,113730,172868.0
984,117357,85328.0
985,117669,124632.0
986,116329,11076.0
987,118742,63945.0
988,116442,58985.0
989,114354,890.0
990,117011,10861.0
991,117039,1770.0
992,117473,44465.0
993,116635,2033.0
994,115678,18203.0
996,116830,9333.0
997,115847,47260.0
998,117603,9400.0
999,115438,9401.0
1000,115994,12241.0
1001,83587,25739.0
1002,116167,161806.0
1003,116259,11306.0
1004,116421,9625.0
1005,116000,10680.0
1006,115862,6346.0
1007,72653,18660.0
1008,47977,35115.0
1009,72951,14821.0
1010,64603,14136.0
1011,71607,10869.0
1012,50798,22660.0
1013,55277,19186.0
1014,54195,31102.0
1015,107131,6878.0
1016,53271,15944.0
1017,54357,18444.0
1018,59793,20723.0
1019,46672,173.0
1020,106611,864.0
1021,109127,24795.0
1022,42332,11224.0
1023,63819,81310.0
1024,38166,15947.0
1025,57546,9078.0
1026,41890,29682.0
1027,102798,8367.0
1028,58331,433.0
1029,33563,11360.0
1030,76538,11114.0
1031,66817,12335.0
1032,43274,12092.0
1033,82406,10948.0
1034,116361,11229.0
1035,59742,15121.0
1036,95016,562.0
1037,104692,10163.0
1038,118044,48862.0
1039,114597,117036.0
1040,117582,47199.0
1041,117589,11159.0
1042,117887,9591.0
1043,117924,30500.0
1044,117791,41843.0
1045,116928,55058.0
1046,115640,10938.0
1047,116908,11412.0
1049,116409,10586.0
1050,116913,42314.0
1051,117958,27845.0
1052,117400,108365.0
1053,117202,23223.0
1054,116404,49471.0
1055,120107,38153.0
1056,116722,25147.0
1057,116242,9716.0
1058,115600,43777.0
1059,117509,454.0
1060,117802,10218.0
1061,117665,819.0
1062,117781,38191.0
1063,116714,56830.0
1065,43140,27256.0
1066,29546,31530.0
1067,28757,66473.0
1068,39286,28120.0
1069,37101,1834.0
1070,44863,26282.0
1071,109823,37218.0
1073,67992,252.0
1075,111622,116356.0
1076,55018,16372.0
1077,70707,11561.0
1078,66808,11302.0
1079,95159,623.0
1080,79470,583.0
1081,84865,12614.0
1082,68334,21711.0
1083,59243,11575.0
1084,61418,475.0
1085,52027,11331.0
1086,46912,521.0
1087,113731,21202.0
1088,92890,88.0
1089,105236,500.0
1090,91763,792.0
1091,98627,8491.0
1092,103772,402.0
1093,101761,10537.0
1094,104036,11386.0
1095,104348,9504.0
1096,84707,15764.0
1097,83866,601.0
1098,117577,67365.0
1099,29992,25842.0
1100,99371,2119.0
1101,92099,744.0
1102,115531,136311.0
1103,48545,221.0
1104,44081,702.0
1105,115885,25750.0
1106,116859,17642.0
1107,102336,
1109,115870,427043.0
1110,115684,146341.0
1111,117040,9305.0
1112,117284,37616.0
1113,115580,11112.0
1114,116378,21612.0
1115,114472,141210.0
1116,113057,102461.0
1117,116581,36998.0
1118,114622,200383.0
1119,112907,116844.0
1120,117318,1630.0
1121,116422,26626.0
1122,114147,470646.0
1123,117320,124837.0
1124,82846,11816.0
1125,72081,11843.0
1126,101775,10379.0
1127,96754,2756.0
1128,80749,790.0
1129,82340,1103.0
1130,82533,11298.0
1131,91288,4480.0
1132,91480,4481.0
1133,111357,575751.0
1134,107274,49688.0
1135,81375,10765.0
1136,71853,762.0
1137,116587,44497.0
1138,112777,85588.0
1139,116245,278621.0
1140,116212,99479.0
1141,113328,566972.0
1142,116403,
1143,117968,55049.0
1144,116886,124829.0
1145,117677,79306.0
1146,112759,356054.0
1147,118147,10548.0
1148,108598,531.0
1149,110173,104931.0
1150,84589,4483.0
1151,109781,18919.0
1152,40427,31556.0
1153,40723,26167.0
1154,39881,26174.0
1155,92281,572997.0
1156,34493,61461.0
1157,39004,117500.0
1158,26465,218713.0
1159,26656,217802.0
1160,25799,127973.0
1161,78875,659.0
1162,69198,30892.0
1163,110521,86369.0
1164,60304,8074.0
1165,115715,124676.0
1166,113031,559489.0
1167,116059,38554.0
1168,115610,49763.0
1169,99028,41326.0
1170,112483,36555.0
1171,103850,10608.0
1172,95765,11216.0
1173,97108,7452.0
1174,109942,64567.0
1175,101700,892.0
1176,101765,1600.0
1177,101811,26561.0
1178,50825,975.0
1179,99703,18129.0
1180,102014,54405.0
1181,120121,150823.0
1183,116209,409.0
1184,102426,38251.0
1185,97937,10161.0
1186,98724,1412.0
1187,105107,41768.0
1188,105488,10409.0
1189,96257,14285.0
1190,101026,2469.0
1191,102370,10174.0
1192,100332,31225.0
1193,73486,510.0
1194,78446,11455.0
1196,80684,1891.0
1197,93779,2493.0
1198,82971,85.0
1199,88846,68.0
1200,90605,679.0
1201,60196,429.0
1202,94336,13446.0
1203,50083,389.0
1204,56172,947.0
1206,66921,185.0
1207,56592,595.0
1208,78788,28.0
1209,64116,335.0
1210,86190,1892.0
1211,93191,144.0
1212,41959,1092.0
1213,99685,769.0
1214,78748,348.0
1215,106308,766.0
1216,95250,175.0
1217,89881,11645.0
1218,97202,10835.0
1219,54215,539.0
1220,80455,525.0
1221,71562,240.0
1222,93058,600.0
1223,104361,530.0
1224,97499,10705.0
1225,86879,279.0
1226,45061,3109.0
1227,87843,311.0
1228,81398,1578.0
1230,75686,703.0
1231,86197,9549.0
1232,79944,1398.0
1233,82096,387.0
1234,70735,9277.0
1235,67185,343.0
1236,103130,37291.0
1237,50976,490.0
1238,85859,11235.0
1240,88247,218.0
1241,103873,763.0
1242,97441,9665.0
1243,100519,18971.0
1244,79522,696.0
1245,100150,379.0
1246,97165,207.0
1247,61722,37247.0
1248,52311,1480.0
1249,100263,9322.0
1250,50212,826.0
1251,56801,422.0
1252,71315,829.0
1253,43456,828.0
1254,40897,3090.0
1255,92610,9964.0
1256,23969,3063.0
1257,88794,13667.0
1258,81505,694.0
1259,92005,235.0
1260,22100,832.0
1261,92991,765.0
1262,57115,5925.0
1263,77416,11778.0
1264,82269,4485.0
1265,107048,137.0
1266,105695,33.0
1267,56218,982.0
1268,100436,8428.0
1269,36613,212.0
1270,88763,105.0
1271,101921,1633.0
1272,66206,11202.0
1273,90967,1554.0
1274,94625,149.0
1275,91203,8009.0
1276,61512,903.0
1277,99334,11673.0
1278,72431,3034.0
1279,102536,339.0
1280,101640,10404.0
1281,32553,914.0
1282,32455,756.0
1283,44706,288.0
1284,38355,910.0
1285,97493,2640.0
1286,81534,16633.0
1287,52618,665.0
1288,88258,11031.0
1289,85809,11314.0
1290,94006,15143.0
